player_id,strategy,n_matches,total_payoff,avg_payoff_per_match,avg_payoff_per_round
273,Random(p=0.2),999,12453,12.465465465465465,2.4930930930930932
274,Random(p=0.2),999,12417,12.42942942942943,2.485885885885886
275,Random(p=0.2),999,12528,12.54054054054054,2.5081081081081082
276,Random(p=0.2),999,12371,12.383383383383384,2.476676676676677
277,Random(p=0.2),999,12427,12.43943943943944,2.487887887887888
278,Random(p=0.2),999,12355,12.367367367367367,2.473473473473473
279,Random(p=0.2),999,12419,12.431431431431431,2.486286286286286
280,Random(p=0.2),999,12448,12.46046046046046,2.492092092092092
281,Random(p=0.2),999,12504,12.516516516516516,2.503303303303303
282,Random(p=0.2),999,12430,12.442442442442442,2.488488488488488
283,Random(p=0.2),999,12552,12.564564564564565,2.512912912912913
284,Random(p=0.2),999,12252,12.264264264264265,2.452852852852853
285,Random(p=0.2),999,12528,12.54054054054054,2.5081081081081082
286,Random(p=0.2),999,12290,12.302302302302301,2.4604604604604603
287,Random(p=0.2),999,12327,12.33933933933934,2.467867867867868
288,Random(p=0.2),999,12421,12.433433433433434,2.486686686686687
289,Random(p=0.2),999,12343,12.355355355355355,2.471071071071071
290,Random(p=0.2),999,12432,12.444444444444445,2.488888888888889
291,Random(p=0.2),999,12608,12.62062062062062,2.524124124124124
292,Random(p=0.2),999,12429,12.441441441441441,2.488288288288288
293,Random(p=0.2),999,12427,12.43943943943944,2.487887887887888
294,Random(p=0.2),999,12456,12.468468468468469,2.493693693693694
295,Random(p=0.2),999,12402,12.414414414414415,2.482882882882883
296,Random(p=0.2),999,12297,12.30930930930931,2.4618618618618617
297,Random(p=0.2),999,12563,12.575575575575575,2.515115115115115
298,Random(p=0.2),999,12351,12.363363363363364,2.472672672672673
299,Random(p=0.2),999,12462,12.474474474474475,2.494894894894895
300,Random(p=0.4),999,12139,12.15115115115115,2.4302302302302303
301,Random(p=0.4),999,12270,12.282282282282281,2.4564564564564564
302,Random(p=0.4),999,12031,12.043043043043044,2.408608608608609
303,Random(p=0.4),999,12205,12.217217217217216,2.443443443443443
304,Random(p=0.4),999,12035,12.047047047047046,2.409409409409409
305,Random(p=0.4),999,12014,12.026026026026026,2.4052052052052053
306,Random(p=0.4),999,12212,12.224224224224224,2.444844844844845
307,Random(p=0.4),999,12210,12.222222222222221,2.444444444444444
308,Random(p=0.4),999,12155,12.167167167167166,2.433433433433433
309,Random(p=0.4),999,12149,12.16116116116116,2.432232232232232
310,Random(p=0.4),999,12192,12.204204204204204,2.440840840840841
311,Random(p=0.4),999,12037,12.04904904904905,2.40980980980981
312,Random(p=0.4),999,12055,12.067067067067066,2.413413413413413
313,Random(p=0.4),999,12049,12.06106106106106,2.412212212212212
314,Random(p=0.4),999,12201,12.213213213213214,2.442642642642643
315,Random(p=0.4),999,12058,12.07007007007007,2.414014014014014
316,Random(p=0.4),999,12152,12.164164164164164,2.432832832832833
317,Random(p=0.4),999,12213,12.225225225225225,2.445045045045045
318,Random(p=0.4),999,12116,12.128128128128129,2.4256256256256257
319,Random(p=0.4),999,12273,12.285285285285285,2.457057057057057
320,Random(p=0.4),999,11909,11.92092092092092,2.384184184184184
321,Random(p=0.4),999,12321,12.333333333333334,2.466666666666667
322,Random(p=0.4),999,12098,12.11011011011011,2.422022022022022
323,Random(p=0.4),999,12153,12.165165165165165,2.433033033033033
324,Random(p=0.4),999,12257,12.26926926926927,2.453853853853854
325,Random(p=0.4),999,12124,12.136136136136136,2.427227227227227
326,Random(p=0.4),999,12169,12.18118118118118,2.436236236236236
327,Random(p=0.4),999,12021,12.033033033033034,2.4066066066066067
328,Random(p=0.4),999,12038,12.05005005005005,2.41001001001001
329,Random(p=0.4),999,12163,12.175175175175175,2.435035035035035
330,Random(p=0.4),999,12212,12.224224224224224,2.444844844844845
331,Random(p=0.4),999,12191,12.203203203203204,2.4406406406406407
332,Random(p=0.4),999,12248,12.26026026026026,2.452052052052052
333,Random(p=0.4),999,12044,12.056056056056056,2.411211211211211
334,Random(p=0.4),999,12353,12.365365365365365,2.4730730730730732
335,Random(p=0.4),999,12131,12.143143143143144,2.428628628628629
336,Random(p=0.4),999,12025,12.037037037037036,2.4074074074074074
337,Random(p=0.4),999,12029,12.04104104104104,2.408208208208208
338,Random(p=0.4),999,12112,12.124124124124124,2.424824824824825
339,Random(p=0.4),999,12118,12.13013013013013,2.426026026026026
340,Random(p=0.4),999,12076,12.088088088088089,2.417617617617618
341,Random(p=0.4),999,12247,12.25925925925926,2.4518518518518517
342,Random(p=0.4),999,12038,12.05005005005005,2.41001001001001
343,Random(p=0.4),999,12117,12.12912912912913,2.425825825825826
344,Random(p=0.4),999,11933,11.944944944944945,2.388988988988989
345,Random(p=0.4),999,12120,12.132132132132131,2.4264264264264264
346,Random(p=0.4),999,12070,12.082082082082081,2.4164164164164164
347,Random(p=0.4),999,12160,12.172172172172171,2.434434434434434
348,Random(p=0.4),999,12133,12.145145145145145,2.429029029029029
349,Random(p=0.4),999,12029,12.04104104104104,2.408208208208208
350,Random(p=0.4),999,12247,12.25925925925926,2.4518518518518517
351,Random(p=0.4),999,12143,12.155155155155155,2.431031031031031
352,Random(p=0.4),999,12183,12.195195195195195,2.439039039039039
353,Random(p=0.4),999,12222,12.234234234234235,2.4468468468468467
354,Random(p=0.4),999,12040,12.052052052052051,2.4104104104104103
355,Random(p=0.4),999,12291,12.303303303303304,2.4606606606606607
356,Random(p=0.4),999,12195,12.207207207207206,2.4414414414414414
357,Random(p=0.4),999,12137,12.14914914914915,2.42982982982983
358,Random(p=0.4),999,12046,12.058058058058059,2.4116116116116117
359,Random(p=0.4),999,11946,11.957957957957959,2.3915915915915917
360,Random(p=0.4),999,12148,12.16016016016016,2.432032032032032
361,Random(p=0.4),999,12179,12.19119119119119,2.438238238238238
362,Random(p=0.4),999,12076,12.088088088088089,2.417617617617618
363,Random(p=0.4),999,12020,12.032032032032031,2.4064064064064064
364,Random(p=0.4),999,12161,12.173173173173174,2.4346346346346346
365,Random(p=0.4),999,11994,12.006006006006006,2.401201201201201
366,Random(p=0.4),999,12159,12.17117117117117,2.4342342342342342
367,Random(p=0.4),999,12213,12.225225225225225,2.445045045045045
368,Random(p=0.4),999,12217,12.22922922922923,2.445845845845846
369,Random(p=0.4),999,12158,12.17017017017017,2.434034034034034
370,Random(p=0.4),999,12081,12.093093093093094,2.418618618618619
371,Random(p=0.4),999,12128,12.14014014014014,2.428028028028028
372,Random(p=0.4),999,12079,12.09109109109109,2.418218218218218
373,Random(p=0.4),999,12058,12.07007007007007,2.414014014014014
374,Random(p=0.4),999,12083,12.095095095095095,2.419019019019019
375,Random(p=0.4),999,11984,11.995995995995996,2.399199199199199
376,Random(p=0.4),999,12306,12.318318318318319,2.463663663663664
377,Random(p=0.4),999,12124,12.136136136136136,2.427227227227227
378,Random(p=0.4),999,12073,12.085085085085085,2.417017017017017
379,Random(p=0.4),999,12096,12.108108108108109,2.4216216216216218
380,Random(p=0.4),999,12069,12.08108108108108,2.416216216216216
381,Random(p=0.4),999,12211,12.223223223223224,2.4446446446446446
382,Random(p=0.4),999,12220,12.232232232232231,2.4464464464464464
383,Random(p=0.4),999,12177,12.18918918918919,2.437837837837838
384,Random(p=0.4),999,12208,12.22022022022022,2.444044044044044
385,Random(p=0.4),999,12153,12.165165165165165,2.433033033033033
386,Random(p=0.4),999,12289,12.3013013013013,2.4602602602602603
387,Random(p=0.4),999,12252,12.264264264264265,2.452852852852853
388,Random(p=0.4),999,12163,12.175175175175175,2.435035035035035
389,Random(p=0.4),999,12032,12.044044044044044,2.408808808808809
390,Random(p=0.4),999,12223,12.235235235235235,2.447047047047047
391,Random(p=0.4),999,12170,12.182182182182181,2.4364364364364364
392,Random(p=0.4),999,12165,12.177177177177176,2.4354354354354353
393,Random(p=0.4),999,12092,12.104104104104104,2.420820820820821
394,Random(p=0.4),999,12049,12.06106106106106,2.412212212212212
395,Random(p=0.4),999,12014,12.026026026026026,2.4052052052052053
396,Random(p=0.4),999,12159,12.17117117117117,2.4342342342342342
397,Random(p=0.4),999,12048,12.06006006006006,2.412012012012012
398,Random(p=0.4),999,12057,12.06906906906907,2.413813813813814
399,Random(p=0.4),999,12119,12.13113113113113,2.426226226226226
400,Random(p=0.6),999,11692,11.703703703703704,2.340740740740741
401,Random(p=0.6),999,11690,11.701701701701701,2.34034034034034
402,Random(p=0.6),999,11848,11.85985985985986,2.371971971971972
403,Random(p=0.6),999,11746,11.757757757757759,2.3515515515515517
404,Random(p=0.6),999,11725,11.736736736736736,2.3473473473473474
405,Random(p=0.6),999,11661,11.672672672672673,2.3345345345345345
406,Random(p=0.6),999,11805,11.816816816816816,2.363363363363363
407,Random(p=0.6),999,11889,11.9009009009009,2.3801801801801803
408,Random(p=0.6),999,11771,11.782782782782784,2.3565565565565567
409,Random(p=0.6),999,11710,11.721721721721721,2.344344344344344
410,Random(p=0.6),999,11752,11.763763763763764,2.3527527527527528
411,Random(p=0.6),999,11711,11.722722722722724,2.3445445445445445
412,Random(p=0.6),999,11837,11.84884884884885,2.36976976976977
413,Random(p=0.6),999,11662,11.673673673673674,2.334734734734735
414,Random(p=0.6),999,11777,11.78878878878879,2.3577577577577578
415,Random(p=0.6),999,11787,11.7987987987988,2.35975975975976
416,Random(p=0.6),999,11737,11.74874874874875,2.34974974974975
417,Random(p=0.6),999,11710,11.721721721721721,2.344344344344344
418,Random(p=0.6),999,11604,11.615615615615615,2.323123123123123
419,Random(p=0.6),999,11797,11.80880880880881,2.3617617617617617
420,Random(p=0.6),999,11701,11.712712712712714,2.342542542542543
421,Random(p=0.6),999,11706,11.717717717717719,2.343543543543544
422,Random(p=0.6),999,11944,11.955955955955956,2.391191191191191
423,Random(p=0.6),999,11846,11.857857857857859,2.3715715715715717
424,Random(p=0.6),999,11778,11.78978978978979,2.357957957957958
425,Random(p=0.6),999,11657,11.66866866866867,2.333733733733734
426,Random(p=0.6),999,11701,11.712712712712714,2.342542542542543
427,Random(p=0.6),999,11806,11.817817817817819,2.363563563563564
428,Random(p=0.6),999,11806,11.817817817817819,2.363563563563564
429,Random(p=0.6),999,11821,11.832832832832834,2.3665665665665667
430,Random(p=0.6),999,11721,11.732732732732734,2.3465465465465467
431,Random(p=0.6),999,11757,11.76876876876877,2.353753753753754
432,Random(p=0.6),999,11641,11.652652652652653,2.3305305305305306
433,Random(p=0.6),999,11691,11.702702702702704,2.3405405405405406
434,Random(p=0.6),999,11753,11.764764764764765,2.352952952952953
435,Random(p=0.6),999,11737,11.74874874874875,2.34974974974975
436,Random(p=0.6),999,11583,11.594594594594595,2.3189189189189188
437,Random(p=0.6),999,11648,11.65965965965966,2.331931931931932
